,addresses,build_status,category,flat_type,importance,latitude,lease_type,longitude,prices,sale_dates,subcategory
1752,"Flat 5 Leigh Court, 213 Lewisham Way, London, SE4 1UY",Non-Newbuild,,Flat,,,Leasehold,,381713.0,2018-08-30,
1753,"Flat 805 Cobalt Point, 38 Millharbour, London, E14 9JU",Non-Newbuild,,Flat,,,Leasehold,,435000.0,2018-08-30,
1754,"7 Hazelbury Close, London, SW19 3JL",Non-Newbuild,highway,Detached,0.61,51.4090023,Freehold,-0.1984342,830000.0,2018-08-30,residential
1755,"17 Oakview Road, London, SE6 3QF",Non-Newbuild,highway,Terraced,0.61,51.4246666,Freehold,-0.0211141,337500.0,2018-08-30,residential
1756,"45 Rutland Gate, London, SW7 1PB",Non-Newbuild,building,Terraced,0.621,51.49918305,Freehold,-0.168027770431,10192000.0,2018-08-30,yes
1757,"Flat 6 Coleridge House Browning Street, London, SE17 1DG",Non-Newbuild,,Flat,,,Leasehold,,285000.0,2018-08-30,
1758,"190b New Cross Road, London, SE14 5AD",Non-Newbuild,highway,Flat,0.71,51.4743213,Leasehold,-0.0447967,400000.0,2018-08-30,trunk
1759,"65 Ravenswood Road, London, SW12 9PN",Non-Newbuild,highway,Terraced,0.51,51.4472893,Freehold,-0.1467435,1060000.0,2018-08-30,residential
1760,"76a Whitworth Road, London, SE18 3QF",Non-Newbuild,highway,Flat,0.51,51.4766656,Leasehold,0.0635584,295000.0,2018-08-30,residential
1761,"Suite 108 Butlers Wharf Building, 36 Shad Thames, London, SE1 2YE",Non-Newbuild,,Flat,,,Leasehold,,925000.0,2018-08-30,
1762,"37 Grosvenor Road, London, W7 1HP",Non-Newbuild,place,Terraced,0.411,51.3599961,Freehold,-0.1543752,333333.0,2018-08-30,house
1763,"First Floor Flat 122 Shooters Hill Road, London, SE3 8RN",Non-Newbuild,,Flat,,,Leasehold,,310000.0,2018-08-30,
1764,"Flat 12 Halley House Armitage Road, Greenwich, London, SE10 0HD",Non-Newbuild,,Flat,,,Leasehold,,330000.0,2018-08-30,
1765,"73 Cheapside, London, EC2V 6EN",Non-Newbuild,highway,,0.32,51.6166825,Leasehold,-0.0872951,76000000.0,2018-08-30,uncategoryified
1766,"Flat 43 Homewalk House Jews Walk, London, SE26 4NN",Non-Newbuild,,Flat,,,Leasehold,,145000.0,2018-08-30,
1767,"Flat A 60 Muirkirk Road, London, SE6 1BH",Non-Newbuild,,Flat,,,Leasehold,,370000.0,2018-08-30,
1768,"72 Heath Street, London, NW3 1DN",Non-Newbuild,place,,0.411,41.3571318223,Freehold,-71.9830282777,10000.0,2018-08-30,house
1769,"Flat 19 Bassett House, 1 Durnsford Road, London, SW19 8EA",Non-Newbuild,,Flat,,,Leasehold,,315000.0,2018-08-30,
1770,"Flat 1 40 Victoria Crescent, London, SE19 1AE",Non-Newbuild,highway,Flat,0.62,51.4225011,Leasehold,-0.0862393,445000.0,2018-08-30,residential
1771,"20 Hilly Fields Crescent, London, SE4 1QA",Non-Newbuild,highway,,0.71,51.4624255,Freehold,-0.0269573,10000.0,2018-08-30,residential
1772,"Flat 33 Sanders House Pathfield Road, Streatham, London, SW16 5NN",Non-Newbuild,,Flat,,,Leasehold,,362000.0,2018-08-30,
1773,"Flat 440 Anchor House Smugglers Way, London, SW18 1EX",Non-Newbuild,,Flat,,,Leasehold,,478000.0,2018-08-30,
1774,"20a Wellfield Road, Streatham, London, SW16 2BP",Non-Newbuild,highway,Flat,0.51,51.4287141,Leasehold,-0.1241167,400000.0,2018-08-30,residential
1775,"15 Kenwyn Road, London, SW20 8TR",Non-Newbuild,highway,Terraced,0.51,51.4124916,Freehold,-0.2309208,1090000.0,2018-08-30,residential
1776,"Flat 34 Samphire Heights, 24 Napa Close, Olympic Park, London, E20 1DZ",Non-Newbuild,,Flat,,,Leasehold,,102500.0,2018-08-30,
1777,"39 Holgate Avenue, London, SW11 2AT",Non-Newbuild,highway,Flat,0.52,51.4658162,Leasehold,-0.1781406,385000.0,2018-08-30,residential
1778,"9 Border Road, London, SE26 6HB",Non-Newbuild,highway,Detached,0.61,51.4237013,Freehold,-0.0592695,1340000.0,2018-08-30,residential
1779,"57 Pepys Court, 20 Love Lane, London, SE18 6GZ",Non-Newbuild,,Flat,,,Leasehold,,375000.0,2018-08-30,
1780,"13 Crosslet Vale, Greenwich, London, SE10 8DH",Non-Newbuild,highway,Flat,0.62,51.4724672,Leasehold,-0.0185023,260000.0,2018-08-30,residential
1781,"Flat 4 Patterson Court Patterson Road, London, SE19 2LG",Non-Newbuild,,Flat,,,Leasehold,,395000.0,2018-08-30,
1782,"119b Kirkwood Road, London, SE15 2BG",Non-Newbuild,highway,Detached,0.51,51.4687886,Freehold,-0.0596441,625000.0,2018-08-30,residential
1783,"Apartment 804 8 Walworth Road, London, SE1 6EE",Non-Newbuild,,Flat,,,Leasehold,,108750.0,2018-08-30,
1784,"41 Thorne Street, London, SW13 0PT",Non-Newbuild,highway,Terraced,0.51,51.4694867,Freehold,-0.2544782,973500.0,2018-08-30,residential
1785,"Flat C 98 Reaston Street, London, SE14 5FT",Non-Newbuild,,Flat,,,Leasehold,,210000.0,2018-08-30,
1786,"4 St Alfege Passage, London, SE10 9JS",Non-Newbuild,highway,Terraced,0.685,51.4800997,Freehold,-0.0109655,1350000.0,2018-08-30,footway
1787,"101 Waller Road, New Cross, London, SE14 5LB",Non-Newbuild,,Terraced,,,Freehold,,1185000.0,2018-08-30,
1788,"132a St Asaph Road, London, SE4 2EN",Non-Newbuild,highway,Flat,0.61,51.465234,Leasehold,-0.0463901,399995.0,2018-08-30,tertiary
1789,"13 Laneway, Putney, London, SW15 5HX",Non-Newbuild,highway,Terraced,0.52,51.456909,Freehold,-0.2352517,550000.0,2018-08-30,residential
1790,"15 Calton Avenue, London, SE21 7DE",Non-Newbuild,highway,Terraced,0.61,51.4513002,Freehold,-0.0845908,850000.0,2018-08-30,tertiary
1791,"1 Albert Way, London, SE15 1DG",Non-Newbuild,highway,Terraced,0.71,51.4783972,Freehold,-0.0602284,550000.0,2018-08-30,residential
1792,"3a Thorne Terrace, London, SE15 3LN",Non-Newbuild,,Flat,,,Leasehold,,411900.0,2018-08-30,
1793,"Flat 4 Nutborn House, 10 Clifton Road, London, SW19 4QT",Non-Newbuild,,Flat,,,Leasehold,,555000.0,2018-08-30,
1794,"10 Bickley Street, London, SW17 9NE",Non-Newbuild,highway,Flat,0.51,51.4258239,Leasehold,-0.1668534,470000.0,2018-08-30,residential
1795,"76 Burke Close, London, SW15 5RS",Non-Newbuild,building,Terraced,0.611,51.4634842,Freehold,-0.254469436895,565000.0,2018-08-30,yes
1796,"205 Hermitage Road, London, SE19 3QJ",Non-Newbuild,highway,Terraced,0.61,51.4214936,Freehold,-0.0931395,440000.0,2018-08-30,residential
1797,"Flat 132 Nyland Court Naomi Street, London, SE8 5EX",Non-Newbuild,,Flat,,,Leasehold,,418000.0,2018-08-30,
1798,"33 Rochelle Close, London, SW11 2RU",Non-Newbuild,highway,Terraced,0.61,51.4613808,Freehold,-0.1795552,750000.0,2018-08-30,residential
1799,"40 Beverley Close, London, N21 3JB",Non-Newbuild,highway,Flat,0.61,51.630734,Leasehold,-0.0908884,405000.0,2018-08-30,residential
1800,"Flat 18 Providence Court Providence Place, London, N1 0RN",Non-Newbuild,,Flat,,,Leasehold,,627500.0,2018-08-30,
1801,"1 Kensington Court Gardens, London, W8 5QE",Non-Newbuild,place,Flat,0.421,39.896285,Leasehold,-83.42793,900000.0,2018-08-30,house
1802,"Flat 18 Puteaux House Mace Street, London, E2 0RF",Non-Newbuild,,Flat,,,Leasehold,,265000.0,2018-08-30,
1803,"86 Emerson Apartments Chadwell Lane, London, N8 7RF",Non-Newbuild,,Flat,,,Leasehold,,250000.0,2018-08-30,
1804,"72 Cheapside, London, EC2V 6EN",Non-Newbuild,highway,,0.32,51.6166825,Freehold,-0.0872951,76000000.0,2018-08-30,uncategoryified
1805,"59 Moyser Road, London, SW16 6SG",Non-Newbuild,highway,Terraced,0.51,51.4242101,Freehold,-0.1471446,635000.0,2018-08-30,residential
1806,"411 Clive Court Maida Vale, London, W9 1SF",Non-Newbuild,,Flat,,,Leasehold,,860000.0,2018-08-30,
1807,"44 Amerland Road, London, SW18 1PZ",Non-Newbuild,highway,Terraced,0.61,51.4548246,Freehold,-0.2038904,1425000.0,2018-08-30,residential
1808,"Flat 31 The Phoenix, 8 Bird Street, London, W1U 1BU",Non-Newbuild,,Flat,,,Leasehold,,980000.0,2018-08-30,
1809,"60 Chepstow Road, London, W2 5BE",Non-Newbuild,highway,Terraced,0.51,51.5170963,Freehold,-0.1957119,2680000.0,2018-08-30,primary
1810,"Flat A 7 Charles Street, London, W1J 5DQ",Non-Newbuild,,Flat,,,Leasehold,,5315000.0,2018-08-30,
1811,"148a Manor Lane, London, SE12 8LP",Non-Newbuild,highway,Flat,0.61,51.4512842,Leasehold,0.0059005,435000.0,2018-08-30,tertiary
1812,"Flat B 7 Charles Street, London, W1J 5DQ",Non-Newbuild,,,,,Leasehold,,4185000.0,2018-08-30,
1813,"41 Grosvenor Road, London, W7 1HP",Non-Newbuild,place,Terraced,0.421,51.3599588,Freehold,-0.154679,333333.0,2018-08-30,house
1814,"35 York Rise, London, NW5 1SP",Non-Newbuild,highway,,0.51,51.5589509,Freehold,-0.1439746,2575000.0,2018-08-30,residential
1815,"35 Marsden Road, London, N9 0SL",Non-Newbuild,highway,Terraced,0.61,51.6253861,Freehold,-0.0548985,355000.0,2018-08-30,residential
1816,"1a Bethune Road, London, N16 5BW",Non-Newbuild,highway,Semi Detached,0.51,51.5741988,Freehold,-0.0834925,975000.0,2018-08-30,tertiary
1817,"101 Ardoch Road, London, SE6 1SL",Non-Newbuild,highway,,0.51,51.4375523,Freehold,-0.0051491,400000.0,2018-08-30,residential
1818,"Flat 705 15 Indescon Square, London, E14 9EZ",Non-Newbuild,,Flat,,,Leasehold,,687000.0,2018-08-30,
1819,"31 Burnham Road, London, E4 8PD",Non-Newbuild,place,,0.411,41.6774589847,Freehold,-72.2354200729,415000.0,2018-08-30,house
1820,"21 Sprowston Road, London, E7 9AD",Non-Newbuild,highway,Semi Detached,0.61,51.5473826,Freehold,0.0234715,750000.0,2018-08-30,residential
1821,"The Old Rectory, 29 Martin Lane, London, EC4R 0AU",Non-Newbuild,place,,0.55,53.3557655,Freehold,-0.3281943,3550000.0,2018-08-30,isolated_dwelling
1822,"41 Abbey Road, London, NW8 0AA",Non-Newbuild,building,,0.421,51.6445306,Freehold,-0.0727886061278,11703014.0,2018-08-30,yes
1823,"Flat 6 Abbots Court Thackeray Street, London, W8 5ES",Non-Newbuild,,,,,Leasehold,,1325000.0,2018-08-30,
1824,"Flat A 109 Park Street, London, W1K 7JF",Non-Newbuild,,Flat,,,Leasehold,,1475000.0,2018-08-30,
1825,"94 - 96 Coombe Lane, London, SW20 0AY",Non-Newbuild,highway,,0.53,51.4158369,Leasehold,-0.2520744,52500.0,2018-08-30,primary
1826,"60 Chandos Way, London, NW11 7HF",Non-Newbuild,highway,Flat,0.61,51.572081,Leasehold,-0.18805,485000.0,2018-08-30,residential
1827,"292 Green Lane, London, SW16 3BA",Non-Newbuild,highway,Terraced,0.51,51.4133211,Freehold,-0.1130931,580000.0,2018-08-30,secondary
1828,"Flat 49 Dominion House The Avenue, London, W13 8AE",Non-Newbuild,,Flat,,,Leasehold,,435000.0,2018-08-30,
1829,"39 Grosvenor Road, London, W7 1HP",Non-Newbuild,place,Terraced,0.411,51.3599961,Freehold,-0.1543752,333334.0,2018-08-30,house
1830,"Flat 19 Mavis Court, 4 Raven Close, London, NW9 5BJ",Non-Newbuild,,Flat,,,Leasehold,,248000.0,2018-08-30,
1831,"24 Thames Road, Chiswick, London, W4 3RJ",Non-Newbuild,highway,,0.51,51.4844356,Freehold,-0.2776565,90000.0,2018-08-30,residential
1832,"Flat 2 28 Shepherds Hill, London, N6 5AH",Non-Newbuild,highway,Flat,0.51,51.57664,Leasehold,-0.1444258,550000.0,2018-08-29,tertiary
1833,"6 Mandeville Court, Chingford, London, E4 8JB",Non-Newbuild,highway,Flat,0.63,51.6146678,Leasehold,-0.0299117,250000.0,2018-08-29,residential
1834,"49 Adine Road, London, E13 8LL",Non-Newbuild,highway,Terraced,0.52,51.5222591,Freehold,0.0239873,335000.0,2018-08-29,residential
1835,"47 Hurst Avenue, London, E4 8DL",Non-Newbuild,,Terraced,,,Freehold,,467500.0,2018-08-29,
1836,"Flat 6 Priory House, 32 Folgate Street, London, E1 6UJ",Non-Newbuild,,Flat,,,Leasehold,,750000.0,2018-08-29,
1837,"Ground Floor Flat 40 Cotesbach Road, London, E5 9QJ",Non-Newbuild,,Flat,,,Leasehold,,465000.0,2018-08-29,
1838,"Flat 54 Rockley Court Rockley Road, London, W14 0DB",Non-Newbuild,,Flat,,,Leasehold,,300000.0,2018-08-29,
1839,"62a Oakfield Road, London, N4 4LB",Non-Newbuild,place,Flat,0.311,51.5945551429,Leasehold,-0.0325662142857,535855.0,2018-08-29,house
1840,"147 Hibbert Road, London, E17 8HE",Non-Newbuild,,Terraced,,,Leasehold,,420500.0,2018-08-29,
1841,"29 Moreno House, 15 Marlowe Road, London, E17 3GT",Newbuild,,Flat,,,Leasehold,,375000.0,2018-08-29,
1842,"30 Moreno House, 15 Marlowe Road, London, E17 3GT",Newbuild,,Flat,,,Leasehold,,375000.0,2018-08-29,
1843,"Flat C 33 Cricketfield Road, London, E5 8NR",Non-Newbuild,,Flat,,,Leasehold,,715000.0,2018-08-29,
1844,"31 Moreno House, 15 Marlowe Road, London, E17 3GT",Newbuild,,Flat,,,Leasehold,,374000.0,2018-08-29,
1845,"24 Moreno House, 15 Marlowe Road, London, E17 3GT",Newbuild,,Flat,,,Leasehold,,372500.0,2018-08-29,
1846,"Flat 4 Seacon Tower, 5 Hutchings Street, London, E14 8JX",Non-Newbuild,,Flat,,,Leasehold,,560000.0,2018-08-29,
1847,"54 Westcott Crescent, London, W7 1PA",Non-Newbuild,highway,Terraced,0.52,51.5220331,Freehold,-0.3357528,494000.0,2018-08-29,residential
1848,"Flat 48 King Henrys Reach Manbre Road, London, W6 9RH",Non-Newbuild,,Flat,,,Leasehold,,1150000.0,2018-08-29,
1849,"110 Hallywell Crescent, London, E6 5XR",Non-Newbuild,highway,Flat,0.51,51.5173204,Leasehold,0.0575491,235500.0,2018-08-29,residential
1850,"Flat 74 Discovery Dock Apartments East, 3 South Quay Square, London, E14 9RU",Non-Newbuild,,Flat,,,Leasehold,,592000.0,2018-08-29,
1851,"36 Bendmore Avenue, London, SE2 0EX",Non-Newbuild,highway,Terraced,0.51,51.4870004,Freehold,0.1063834,330000.0,2018-08-29,residential
1852,"3 Lyncroft Gardens, London, NW6 1LB",Non-Newbuild,building,Terraced,0.421,51.50706915,Freehold,-0.313360304816,2700000.0,2018-08-29,yes
1853,"224c Camden Road, London, NW1 9HG",Non-Newbuild,highway,Flat,0.737248701091,51.5448314,Leasehold,-0.1347151,515000.0,2018-08-29,trunk
1854,"19 Melrose Gardens, London, W6 7RN",Non-Newbuild,highway,Terraced,0.61,51.499965,Freehold,-0.2246148,2330000.0,2018-08-29,residential
1855,"6 Mineral Street, Plumstead, London, SE18 1QR",Non-Newbuild,highway,Terraced,0.72,51.4880188,Freehold,0.08825,380000.0,2018-08-29,residential
1856,"17 Ridings Avenue, London, N21 2EL",Non-Newbuild,highway,Semi Detached,0.61,51.6465774,Freehold,-0.0912467,850000.0,2018-08-29,residential
1857,"20 Sumburgh Road, London, SW12 8AL",Non-Newbuild,highway,Terraced,0.51,51.4533846,Freehold,-0.1530119,1499950.0,2018-08-29,residential
1858,"Flat 3 89 Priory Road, London, NW6 3NL",Non-Newbuild,highway,Flat,0.71,51.5442162,Leasehold,-0.1889392,655000.0,2018-08-29,tertiary
1859,"Ground Floor Flat 25 Croxley Road, London, W9 3HH",Non-Newbuild,,Flat,,,Leasehold,,576000.0,2018-08-29,
1860,"4 Ashlone Road, London, SW15 1LR",Non-Newbuild,highway,Terraced,0.51,51.471161,Freehold,-0.2225329,1130000.0,2018-08-29,residential
1861,"15 Chippendale Street, London, E5 0BB",Non-Newbuild,highway,Terraced,0.52,51.5571568,Freehold,-0.0444684,825000.0,2018-08-29,residential
1862,"37a Prince Of Wales Road, London, NW5 3LJ",Non-Newbuild,highway,Flat,0.71,51.5463863,Leasehold,-0.1467123,730000.0,2018-08-29,tertiary
1863,"11 Meeting House Lane, London, SE15 2UN",Non-Newbuild,place,Terraced,0.511,41.3353359541,Freehold,-72.2047136363,650000.0,2018-08-29,house
1864,"40 Ritches Road, London, N15 3TB",Non-Newbuild,highway,Terraced,0.51,51.5823453,Freehold,-0.0935751,642500.0,2018-08-29,residential
1865,"First Floor Premises 131 Harley Street, London, W1G 6BB",Non-Newbuild,,Flat,,,Leasehold,,1650000.0,2018-08-29,
1866,"53 Hindmans Road, London, SE22 9NQ",Non-Newbuild,building,Terraced,0.531,51.45658835,Freehold,-0.0693845022371,740000.0,2018-08-29,yes
1867,"Flat 7 Metro House, 36 Arlington Road, London, NW1 7HU",Non-Newbuild,,Flat,,,Leasehold,,580000.0,2018-08-29,
1868,"53d Fordwych Road, London, NW2 3TN",Non-Newbuild,highway,Flat,0.51,51.5518906,Leasehold,-0.2071461,605000.0,2018-08-29,residential
1869,"103 Engadine Street, London, SW18 5DU",Non-Newbuild,highway,Terraced,0.51,51.4422511,Freehold,-0.2021797,1100000.0,2018-08-29,residential
1870,"108 Princes Park Avenue, London, NW11 0JX",Non-Newbuild,highway,Semi Detached,0.61,51.582494,Freehold,-0.2071367,1770000.0,2018-08-29,residential
1871,"Flat 3 184 Holland Road, Holland Park, London, W14 8AH",Non-Newbuild,,Flat,,,Leasehold,,682500.0,2018-08-29,
1872,"23 Lannoy Road, London, SE9 2BL",Non-Newbuild,highway,Semi Detached,0.61,51.4396491,Freehold,0.0723917,380000.0,2018-08-29,residential
1873,"6 Cleveland Gardens, London, NW2 1DY",Non-Newbuild,highway,Semi Detached,0.51,51.5153049,Freehold,-0.1835118,650000.0,2018-08-29,residential
1874,"28a Inkerman Road, London, NW5 3BT",Non-Newbuild,highway,Flat,0.51,51.5484284,Leasehold,-0.1438238,396000.0,2018-08-29,residential
1875,"Flat 32 Horizon Building, 15 Hertsmere Road, London, E14 4AW",Non-Newbuild,,Flat,,,Leasehold,,510000.0,2018-08-29,
1876,"66 Hardinge Road, London, NW10 3PJ",Non-Newbuild,building,Semi Detached,0.621,51.53705795,Freehold,-0.22674485,1925000.0,2018-08-29,yes
1877,"22 Tiverton Road, London, N18 1DW",Non-Newbuild,highway,Semi Detached,0.61,51.6114661,Freehold,-0.076658,440000.0,2018-08-29,residential
1878,"10 Rolls Park Road, London, E4 9BJ",Non-Newbuild,highway,Terraced,0.62,51.6109567,Freehold,-0.0133525,455000.0,2018-08-29,residential
1879,"Flat D 95 Fernhead Road, London, W9 3EA",Non-Newbuild,,Flat,,,Leasehold,,465000.0,2018-08-29,
1880,"Ground Floor Flat 108 Lansdowne Road, London, W11 2LS",Non-Newbuild,,Flat,,,Leasehold,,900000.0,2018-08-29,
1881,"7 Amethyst Road, London, E15 2BE",Non-Newbuild,highway,Semi Detached,0.61,51.5527035,Freehold,0.0006176,565000.0,2018-08-29,residential
1882,"Flat 7 Barnbrough Camden Street, London, NW1 0HL",Non-Newbuild,,Flat,,,Leasehold,,517500.0,2018-08-29,
1883,"22 Arlington Avenue, London, N1 7AX",Non-Newbuild,place,Terraced,0.421,39.8823041176,Freehold,-83.4571667953,1221222.0,2018-08-29,house
1884,"10 Glenister Street, London, E16 2LX",Non-Newbuild,highway,Flat,0.51,51.5011267,Leasehold,0.0654927,350000.0,2018-08-29,residential
1885,"6 Greenfield Road, London, N15 5EP",Non-Newbuild,highway,Terraced,0.51,51.582522,Freehold,-0.0769918,615000.0,2018-08-29,residential
1886,"165 Latymer Road, London, N9 9PN",Non-Newbuild,highway,Terraced,0.51,51.6267041,Freehold,-0.0671136,430000.0,2018-08-29,residential
1887,"34 Haig Road West, London, E13 9LH",Non-Newbuild,highway,Terraced,0.62,51.5260185,Freehold,0.0319002,325000.0,2018-08-29,residential
1888,"44 Canfield Gardens, London, NW6 3EB",Non-Newbuild,building,Semi Detached,0.521,51.54470355,Freehold,-0.184111309406,7000000.0,2018-08-29,yes
1889,"63 Latimer Road, London, E7 0LN",Non-Newbuild,highway,Semi Detached,0.51,51.5519205,Freehold,0.0315299,765000.0,2018-08-29,residential
1890,"22b Farleigh Road, London, N16 7TH",Non-Newbuild,highway,Terraced,0.61,51.5549061,Leasehold,-0.0701785,378250.0,2018-08-29,residential
1891,"7 Evelyn Road, London, W4 5JL",Non-Newbuild,building,Terraced,0.421,51.4372848,Freehold,-0.3118922,985000.0,2018-08-29,yes
1892,"50 Bridge Lane, London, NW11 0EG",Non-Newbuild,highway,Semi Detached,0.51,51.5864389,Freehold,-0.2097982,1060000.0,2018-08-29,tertiary
1893,"19 Leyton Park Road, London, E10 5RJ",Non-Newbuild,,Terraced,,,Freehold,,830000.0,2018-08-29,
1894,"Flat 4 65 Christchurch Avenue, London, NW6 7PA",Non-Newbuild,highway,Flat,0.51,51.5462893,Leasehold,-0.2050705,520000.0,2018-08-29,tertiary
1895,"Flat 99 Campden Houses Peel Street, London, W8 7PH",Non-Newbuild,,Flat,,,Leasehold,,660000.0,2018-08-29,
1896,"1 Heron Close, London, E17 5HR",Non-Newbuild,place,Semi Detached,0.531,51.5963441,Freehold,-0.0281398,478000.0,2018-08-29,house
1897,"3 Pond Street, London, NW3 2PN",Non-Newbuild,building,Semi Detached,0.521,51.5536132,Freehold,-0.168449505822,5150000.0,2018-08-29,yes
1898,"Flat 44 Longleat House, 18 Rampayne Street, London, SW1V 2TG",Non-Newbuild,,Flat,,,Leasehold,,410000.0,2018-08-29,
1899,"52 Kingswood Road, London, E11 1SF",Non-Newbuild,,Terraced,,,Freehold,,910000.0,2018-08-29,
1900,"41 Hardinge Road, London, NW10 3PN",Non-Newbuild,building,Semi Detached,0.521,51.5374893,Freehold,-0.2260521,1100000.0,2018-08-29,yes
1901,"52 Epstein Road, London, SE28 8EJ",Non-Newbuild,highway,Flat,0.61,51.5008967,Leasehold,0.1099501,195000.0,2018-08-29,residential
1902,"Flat 17 Ireton House, 3 Stamford Square, London, SW15 2BG",Non-Newbuild,,Flat,,,Leasehold,,637500.0,2018-08-29,
1903,"Flat 3 5 Hillcrest Road, London, W5 2AY",Non-Newbuild,highway,Flat,0.71,51.5240543,Leasehold,-0.2950297,650000.0,2018-08-29,residential
1904,"30 Ellison Road, London, SW13 0AD",Non-Newbuild,highway,Flat,0.61,51.4716246,Leasehold,-0.2475786,785000.0,2018-08-29,residential
1905,"21 Monteagle Way, London, SE15 3RS",Non-Newbuild,building,Flat,0.511,51.4656179,Leasehold,-0.0599054026847,450000.0,2018-08-29,yes
1906,"Flat 15 Bantam House, 6 Heritage Avenue, London, NW9 5AA",Non-Newbuild,,Flat,,,Leasehold,,210000.0,2018-08-29,
1907,"58 Stanford Road, London, SW16 4QA",Non-Newbuild,highway,Terraced,0.52,51.408862,Freehold,-0.1300489,626500.0,2018-08-29,residential
1908,"Flat 3 59 The Chase, London, SW4 0NP",Non-Newbuild,highway,Flat,0.285,51.5111092,Leasehold,-0.0184524,500000.0,2018-08-29,footway
1909,"102 Blanmerle Road, London, SE9 2DZ",Non-Newbuild,highway,Semi Detached,0.51,51.4389291,Freehold,0.0671157,310000.0,2018-08-29,residential
1910,"Flat 18 5 Nelson Grove Road, London, SW19 2LJ",Non-Newbuild,,Flat,,,Leasehold,,400000.0,2018-08-29,
1911,"802 Sovereign Tower, 1 Emily Street, London, E16 1XH",Non-Newbuild,,Flat,,,Leasehold,,315000.0,2018-08-29,
1912,"8 Penn Road, London, N7 9RD",Non-Newbuild,highway,Semi Detached,0.51,51.5537437,Freehold,-0.1186402,1525000.0,2018-08-29,residential
1913,"Flat 6 Alder Court, 30 Portland Road, London, SE25 4PF",Non-Newbuild,,Flat,,,Leasehold,,264500.0,2018-08-29,
1914,"Flat 43 Hill House Defence Close, London, SE28 0NQ",Non-Newbuild,,Flat,,,Leasehold,,200000.0,2018-08-29,
1915,"Flat 23 Orchid Court Granville Road, London, NW2 2BE",Non-Newbuild,,Flat,,,Leasehold,,385000.0,2018-08-29,
